File_name,Label_step_number,Label_part_1,theta,phi,alpha,additional,#,hole,Label_part_2,theta,phi,alpha,additional,#,hole,Label_part_3,theta,phi,alpha,additional,#,hole,Label_part_4,theta,phi,alpha,additional,#,hole,Label_action,#,Label_connector,#
stefan,8,stefan12_step7,090,180,270,left,1,,,,,,,,,,,,,,,,,,,,,,,A006,1,,1
