//X Y Z Nx Ny Nz
10034
-213.283050537109 8.073164939880 -113.942230224609 -0.022662 -0.446565 0.894464
-209.375671386719 5.797846317291 -112.449348449707 0.292567 -0.954358 -0.060047
-217.949600219727 8.164187431335 -108.751670837402 -0.843917 0.048822 0.534248
-211.815200805664 9.834026336670 -107.224166870117 0.052343 0.998629 0.001026
-214.833374023438 9.992201805115 -116.582107543945 0.052343 0.998629 0.001026
-212.158905029297 19.865762710571 -111.296195983887 0.052343 0.998629 0.001026
-209.400573730469 19.350214004517 -111.198829650879 0.955079 -0.049335 0.292216
-213.169998168945 17.168466567993 -114.871887207031 -0.226057 0.010652 -0.974056
-218.634033203125 8.677143096924 113.655212402344 -0.962108 0.048667 0.268292
-210.895050048828 9.785793304443 107.889152526855 0.052343 0.998629 0.001026
-209.067764282227 9.690030097961 110.722923278809 0.052343 0.998629 0.001026
-209.532165527344 9.714368820190 114.999290466309 0.052343 0.998629 0.001026
-212.112075805664 11.751028060913 114.969383239746 0.169365 -0.010230 0.985500
-209.317245483398 18.962495803833 112.054695129395 0.997774 -0.052178 -0.041530
-215.670516967773 12.223472595215 111.976638793945 -0.997651 0.054417 -0.041613
115.346542358398 -10.119465827942 74.480415344238 0.096600 -0.831911 -0.546437
113.546989440918 -10.713407516479 84.567855834961 -0.078675 -0.893031 0.443065
112.181053161621 -11.397635459900 78.091072082520 -0.208667 -0.958273 -0.195376
110.574256896973 -7.061695098877 81.772216796875 0.052343 0.998629 0.001026
117.071746826172 -4.996039390564 78.982460021973 0.926923 -0.048647 -0.372084
115.819305419922 -3.473797559738 77.424011230469 0.488236 -0.025697 -0.872333
112.928939819336 -0.762229859829 77.466117858887 -0.486172 0.025731 -0.873484
27.901824951172 -0.726277351379 172.469161987305 -0.052343 -0.998629 0.001026
70.701026916504 -2.969287395477 154.566299438477 -0.052343 -0.998629 0.001026
74.665702819824 -3.177067756653 154.533798217773 -0.052343 -0.998629 0.001026
-25.468048095703 2.070716857910 185.978775024414 -0.052343 -0.998629 0.001026
-201.776641845703 11.310657501221 211.746322631836 -0.052343 -0.998629 0.001026
-10.801086425781 1.302055835724 175.437530517578 -0.052343 -0.998629 0.001026
43.122131347656 -1.523939132690 161.844543457031 -0.052343 -0.998629 0.001026
-88.224685668945 5.359652996063 195.224243164063 -0.052343 -0.998629 0.001026
60.412704467773 -2.430099964142 161.559692382813 -0.052343 -0.998629 0.001026
-143.797302246094 8.272090911865 202.779693603516 -0.052343 -0.998629 0.001026
-6.439064025879 1.073451519012 173.548568725586 -0.052343 -0.998629 0.001026
104.073791503906 -4.718279838562 140.880599975586 -0.052343 -0.998629 0.001026
-51.923332214355 3.457181930542 175.702255249023 -0.052343 -0.998629 0.001026
70.703292846680 -2.969408988953 176.312530517578 -0.052343 -0.998629 0.001026
-35.084579467773 2.574698448181 186.420806884766 -0.052343 -0.998629 0.001026
10.967193603516 0.161228179932 179.250488281250 -0.052343 -0.998629 0.001026
-149.644561767578 8.578532218933 204.929946899414 -0.052343 -0.998629 0.001026
41.894073486328 -1.459578752518 157.487625122070 -0.052343 -0.998629 0.001026
-19.934810638428 1.780735135078 167.193939208984 -0.052343 -0.998629 0.001026
71.268753051758 -2.999041557312 166.064544677734 -0.052343 -0.998629 0.001026
44.846984863281 -1.614336967468 175.503738403320 -0.052343 -0.998629 0.001026
59.618072509766 -2.388456344604 177.897003173828 -0.052343 -0.998629 0.001026
-39.596511840820 2.811160087585 178.616714477539 -0.052343 -0.998629 0.001026
69.996452331543 -2.932362079620 146.314529418945 -0.052343 -0.998629 0.001026
27.385131835938 -0.699200630188 181.137283325195 -0.052343 -0.998629 0.001026
84.579154968262 -3.696608543396 145.590103149414 -0.052343 -0.998629 0.001026
-0.776199340820 0.776673316956 184.173919677734 -0.052343 -0.998629 0.001026
95.681564331055 -4.278461933136 153.343887329102 -0.052343 -0.998629 0.001026
-66.907821655273 4.242485046387 177.960601806641 -0.052343 -0.998629 0.001026
4.321624755859 0.509507179260 182.131668090820 -0.052343 -0.998629 0.001026
83.394119262695 -3.634504318237 145.860900878906 -0.052343 -0.998629 0.001026
41.497146606445 -1.438779830933 176.788223266602 -0.052343 -0.998629 0.001026
101.935142517090 -4.606197357178 144.928527832031 -0.052343 -0.998629 0.001026
-142.545394897461 8.206481933594 197.100448608398 -0.052343 -0.998629 0.001026
75.057739257813 -3.197613239288 154.680847167969 -0.052343 -0.998629 0.001026
97.761917114258 -4.387489318848 167.941513061523 -0.052343 -0.998629 0.001026
6.266296386719 0.407592773438 178.718048095703 -0.052343 -0.998629 0.001026
55.047554016113 -2.148923397064 150.509994506836 -0.052343 -0.998629 0.001026
-40.190414428711 2.842284202576 188.637924194336 -0.052343 -0.998629 0.001026
78.491577148438 -3.377573013306 157.990798950195 -0.052343 -0.998629 0.001026
58.431728363037 -2.326280355453 152.282760620117 -0.052343 -0.998629 0.001026
-27.326599121094 2.168120384216 187.156021118164 -0.052343 -0.998629 0.001026
-72.361557006836 4.528303146362 185.420898437500 -0.052343 -0.998629 0.001026
87.803955078125 -3.865615844727 169.899566650391 -0.052343 -0.998629 0.001026
89.422683715820 -3.950448036194 150.687622070313 -0.052343 -0.998629 0.001026
62.904922485352 -2.560712337494 166.982269287109 -0.052343 -0.998629 0.001026
74.376068115234 -3.161890029907 167.873352050781 -0.052343 -0.998629 0.001026
-69.733047485352 4.390547752380 191.128433227539 -0.052343 -0.998629 0.001026
15.420783996582 -0.072174549103 172.064056396484 -0.052343 -0.998629 0.001026
-13.902488708496 1.464593887329 172.854827880859 -0.052343 -0.998629 0.001026
-211.594284057617 11.825179100037 210.740646362305 -0.052343 -0.998629 0.001026
71.897705078125 -3.032003402710 165.777648925781 -0.052343 -0.998629 0.001026
28.503654479980 -0.757817506790 162.195419311523 -0.052343 -0.998629 0.001026
-61.341308593750 3.950756072998 189.837280273438 -0.052343 -0.998629 0.001026
