CenterFrom_X,CenterFrom_Y,CenterFrom_Z,CenterTo_X,CenterTo_Y,CenterTo_Z,CenterAxisDir_X,CenterAxisDir_Y,CenterAxisDir_Z,Radius,type
4.888889,0,0,14.55556,0,1,0,0,3,,pin
