File_name,Label_step_number,Label_part_1,theta,phi,alpha,additional,#,hole,Label_part_2,theta,phi,alpha,additional,#,hole,Label_part_3,theta,phi,alpha,additional,#,hole,Label_part_4,theta,phi,alpha,additional,#,hole,Label_action,#,Label_connector,#
stefan,6,stefan12_step5,090,180,000,left,1,"04#00,04#01",,,,,,,,,,,,,,,,,,,,,,A002,3,104322,3
